Domain,http/https,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,dots,Label
loginscreenmaail.weebly.com,1,0,0,0,0,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
help-abv.weebly.com,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
t.co,1,0,0,0,1,0,0,1,0,0,1
gravatar.com,1,0,0,0,1,0,0,0,0,0,1
e-zpass.com-etccr.xin,1,0,0,0,0,0,0,0,1,0,1
qrco.de,1,0,0,1,1,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
interpella005e0.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
track.information-ylo.win,1,0,0,0,0,0,0,0,1,0,1
hedgehogbabiesofincofr.web.app,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
e-zpass.com-tolliotjw.icu,1,0,0,0,0,0,0,0,1,0,1
sites.google.com,1,0,0,1,3,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
owa-90837.web.app,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
signin.att-oauth.alert.com.45-11-59-206.cprapid.com,1,0,0,1,0,0,0,1,1,1,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
campsite.bio,1,0,0,0,1,0,0,0,0,0,1
drewf73682253.activehosted.com,1,0,0,0,2,0,0,0,0,0,1
fr-notificationsecu.web.app,1,0,0,0,0,0,0,0,1,0,1
shaw-105817.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
netzero-webmail-106441.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
dropbox.com,1,0,0,1,4,0,0,1,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
e-zpassny.com-tiznqul.world,1,0,0,0,0,0,0,0,1,0,1
mifnndjlks.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
trrezorrhrdwellt.webflow.io,1,0,0,0,0,0,0,0,0,0,1
usps.com-tdgsd.top,1,0,0,0,0,0,0,0,1,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
britishtelecommplc.weebly.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
verfddonecnbm.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
reagan-webmail-107666.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
pub-5b02221782364e17914d92c4c104787b.r2.dev,1,0,0,1,1,0,0,0,1,0,1
att-109297.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
g-paddock-my-cheetah-website.site.builderall.net,1,0,0,1,0,0,0,0,1,1,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
creneaumondiai.com,1,0,0,0,1,0,0,0,0,0,1
docs-start-ledger-cdn.webflow.io,1,0,0,0,0,0,0,0,1,0,1
mssg.me,1,0,0,0,1,0,0,0,0,0,1
pub-7e9b0498031e4628813e14d54be50f5f.r2.dev,1,0,1,1,1,0,0,0,1,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
telstra-102203.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
cartao-nu.site,1,0,0,0,2,0,0,0,1,0,1
bafybeicjl6pg4wp4nvwtm2akg4vzgzu5s7cbi5kqnu4bi6z7l3k4p3f3by.ipfs.w3s.link,1,0,0,1,0,0,0,0,0,1,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
ckoinbaseprologhni.godaddysites.com,1,0,0,0,0,0,0,0,0,0,1
evrimail.online-servicesiv.xin,1,0,0,0,0,0,0,0,1,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
url1.io,1,0,0,0,1,0,0,0,0,0,1
yylzt.shop,1,0,0,1,0,0,0,0,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
mediacombb-100205.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
secure-leedger--auth.webflow.io,1,0,0,0,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
sofiambitionss.godaddysites.com,1,0,0,0,0,0,0,0,0,0,1
metamexwasteon.webflow.io,1,0,0,0,0,0,0,0,0,0,1
sunpass.driveflpuf.sbs,1,0,0,0,0,0,0,0,0,0,1
dmv.ny-govajz.vip,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
onlwallcone.blogspot.com,0,0,0,0,0,0,0,1,0,0,1
mynameisiyany.weebly.com,1,0,0,0,0,0,0,0,0,0,1
rp.mockplus.com,1,0,0,1,4,0,0,0,0,0,1
ledgere-hub-en-wallet.webflow.io,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
dndwe3.weeblysite.com,1,0,0,0,0,0,0,0,0,0,1
home--eng--blockfi--m-cdn.webflow.io,1,0,0,0,0,0,0,0,1,0,1
dmvonline.itd-idahoez.xin,1,0,0,0,0,0,0,0,1,0,1
indd.adobe.com,1,0,0,1,2,0,0,0,0,0,1
my-sso----itrustcapital-com-auth-h.webflow.io,1,0,0,1,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
load-page-1000452879.web.app,1,0,0,0,0,0,0,0,1,0,1
logistique-relais.com,1,0,0,0,2,0,0,0,1,0,1
emailmarketing.locaweb.com.br,1,0,0,1,5,0,0,0,0,1,1
be4yji.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
jdfisdjksdjk.univer.se,1,0,0,0,0,0,0,0,0,0,1
bayareafastrak.org-tdku.win,1,0,0,0,0,0,0,0,1,0,1
t.co,1,0,0,0,1,0,0,1,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
allegrolokalnie.pl-kategorie-polecane-18491955.cfd,1,0,0,1,2,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
miricanvas.com,1,0,0,0,2,0,0,0,0,0,1
about.me,1,0,0,0,1,0,0,0,0,0,1
avisonlines-ahorro.0hi.me,0,0,0,0,0,0,0,0,1,0,1
ipfs.best-practice.se,1,0,0,1,2,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
sites.google.com,1,0,0,0,2,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
bt-102368.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
zuza.stefek.szczecin.pl,0,0,0,1,4,0,0,0,0,1,1
gdhsdgecom.godaddysites.com,1,0,0,0,0,0,0,0,0,0,1
allegrolokalnie.0x9v-a91091.shop,1,0,0,1,2,0,0,0,1,0,1
help-e-suite-trezo.github.io,1,0,0,0,0,0,0,0,1,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
web-activateddcard.web.app,1,0,0,0,0,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
nouvelleformat.web.app,1,0,0,0,0,0,0,0,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
cameba.wixsite.com,1,0,0,0,1,0,0,0,0,0,1
hugyhhguhij.w3spaces.com,1,0,0,0,0,0,0,0,0,0,1
att-mail-103134.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
zoll-de97042.web.app,1,0,0,0,0,0,0,0,1,0,1
provinciaringreso.online,1,0,0,0,0,0,0,0,0,0,1
cognitoforms.com,1,0,0,0,2,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
auxxxxxxxxx.smb.page,1,0,0,0,0,0,0,0,0,0,1
ezpass.com-etcipn.xin,1,0,0,0,0,0,0,0,1,0,1
attadmin.typedream.app,1,0,0,0,0,0,0,0,0,0,1
lienmzyan3lalah.page.link,1,0,0,0,1,0,0,0,0,0,1
ftp.yuhappservice.sviluppo.host,0,0,0,0,0,0,0,0,0,1,1
pub-3765a5f72e9849998cb1d03e3aacc650.r2.dev,1,0,0,1,1,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
pub-4b2df6f69ef546de9ed65b0effd854b6.r2.dev,1,0,0,1,1,0,0,0,1,0,1
cancelaciones-ar.webcindario.com,1,0,0,0,1,0,0,0,1,0,1
1drv.ms,1,0,0,1,4,0,0,0,0,0,1
ubaregister.com.ng,1,0,0,1,4,0,0,0,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
ophtyfg.weebly.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
mysecurevisionfcu-webaccess.weebly.com,1,0,0,0,0,0,0,0,1,0,1
dropbox.com,1,0,0,1,4,0,0,1,0,0,1
ipfs.best-practice.se,1,0,0,1,3,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
did.li,1,0,0,0,1,0,0,0,0,0,1
resnas.co,1,0,0,0,1,0,0,0,0,0,1
xn----8sbenebo4al1d2aq.xn--p1ai,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
mypeachpass.com-bdhx.vip,1,0,0,0,0,0,0,0,1,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
safety-profiles-fb-ads-1035890141.vercel.app,1,0,0,0,0,0,0,0,1,0,1
pub-e2923dfb637546ad8411c76efaf82342.r2.dev,1,0,1,1,1,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
mail-102212.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
ssoitrustcaital-sso.webflow.io,1,0,0,0,0,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
ezpass.com-tollbillpps.world,1,0,0,0,0,0,0,0,1,0,1
servicetechnique03.wixsite.com,1,0,0,0,1,0,0,0,0,0,1
dropbox.com,1,0,0,1,4,0,0,1,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
bingkasprogrambantuan-ewallet.offi-ciall.com,1,0,0,1,1,0,0,0,1,0,1
google.com.bn,1,0,0,0,3,0,0,0,0,1,1
educhat-15589.web.app,1,0,0,0,0,0,0,0,1,0,1
mybussa.co.za,1,0,0,0,1,0,0,0,0,0,1
groixabroukebrou-2324.vercel.app,1,0,0,0,1,0,0,0,1,0,1
txdmv.gov-epw.win,1,0,0,0,0,0,0,0,1,0,1
ectiw.cn,1,0,0,0,1,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
mainardi-gknhv.formstack.com,1,0,0,0,2,0,0,0,1,0,1
xvtry4.webwave.dev,1,0,0,0,0,0,0,0,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
home-104063.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
starrentalcar-tonga.weebly.com,1,0,0,0,0,0,0,0,1,0,1
sites.google.com,1,0,0,0,2,0,0,0,0,0,1
allasab.com,0,0,0,0,0,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
emphasis-right-arbitrary-wx.trycloudflare.com,1,0,0,0,0,0,0,0,1,0,1
ghdjtyreafrtryts-hjrewqafdn.teemill.com,1,0,0,0,0,0,0,0,1,0,1
fisafe-maroc.com,1,0,0,0,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
gjghjjnj.weebly.com,1,0,0,0,0,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
safietene.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
ledgerlivewalletnetwork.webflow.io,1,0,0,0,0,0,0,0,0,0,1
mo-govumn.win,1,0,0,0,0,0,0,0,1,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
dfggdsaserrt.weebly.com,1,0,0,0,0,0,0,0,0,0,1
my-business-100814-107514.square.site,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
device.api-0authbridge.com,1,0,0,0,0,0,0,0,1,0,1
25a9ff8c.sibforms.com,1,0,0,1,2,0,0,0,0,0,1
sti-vmi-7e921.web.app,1,0,0,0,0,0,0,0,1,0,1
sites.google.com,1,0,0,0,3,0,0,0,0,0,1
bit.ly,1,0,0,0,2,0,0,1,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
ytrdolmasercun.weebly.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
allegrolokalnie.pl-oferta932417.com,0,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
pub-e41c158bb48c4f51af8a325dfae9246c.r2.dev,1,0,0,1,1,0,0,0,1,0,1
dropbox.com,1,0,0,1,4,0,0,1,0,0,1
pub-72f4175190054b068a6db1f116f55ca9.r2.dev,1,0,0,1,1,0,0,0,1,0,1
e-zpass.com-etcwz.win,1,0,0,0,0,0,0,0,1,0,1
allegrolokalnie.pl-oferta7032999.shop,0,0,0,0,0,0,0,0,1,0,1
com-nwgr.win,1,0,0,0,0,0,0,0,1,0,1
l.wl.co,1,0,0,1,1,1,0,0,0,0,1
com-rfxw.win,1,0,0,0,0,0,0,0,1,0,1
hhjkjhkjhbn.weebly.com,1,0,0,0,0,0,0,0,0,0,1
pub-267e75099df1409cb8ac9c2adf802a43.r2.dev,1,0,0,1,1,0,0,0,1,0,1
0nlinehrcu.weebly.com,1,0,0,0,0,0,0,0,0,0,1
ig6a98qw2l.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
metafb-rdek30m.firebaseapp.com,1,0,0,0,0,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
pub-f7edd89a736e48428172001b0b1906fe.r2.dev,1,0,0,1,1,0,0,0,1,0,1
t.co,1,0,0,0,1,0,0,1,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
allegrolokalnie.oferta-8549495.shop,0,0,0,0,0,0,0,0,1,0,1
usario04lapting-authmartin.blogspot.com,1,0,0,0,0,0,0,1,1,0,1
campsite.bio,1,0,0,0,1,0,0,0,0,0,1
sites.google.com,1,0,0,1,3,0,0,0,0,0,1
share-eu1.hsforms.com,1,0,0,1,1,0,0,0,1,0,1
mondial-pbs.com,1,0,0,0,2,0,0,0,1,0,1
exodus-wallets.boxmode.io,1,0,0,0,0,0,0,0,1,0,1
davidmalherbe3.wixsite.com,1,0,0,1,1,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
progstream.com,1,0,0,1,7,0,0,0,0,0,1
svviicess.weebly.com,1,0,0,0,0,0,0,0,0,0,1
descontosja.com,0,0,0,0,0,0,0,0,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
org-semp.win,1,0,0,0,0,0,0,0,1,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
docs-lldger-cdn.webflow.io,1,0,0,0,0,0,0,0,1,0,1
2ww.me,1,0,0,0,1,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
docs.google.com,1,0,0,1,4,0,0,0,0,0,1
arkaskinclinic.com,1,0,0,0,0,0,0,0,0,0,1
socgenserv.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
ezpass.com-dil.win,1,0,0,0,0,0,0,0,1,0,1
attmailwiwiw.weebly.com,1,0,0,0,0,0,0,0,0,0,1
fm-a064f.web.app,1,0,0,0,0,0,0,0,1,0,1
rp.mockplus.com,1,0,0,1,4,0,0,0,0,0,1
ultrahazardous.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
talktallklloginnaccess.weebly.com,1,0,0,0,0,0,0,0,0,0,1
mon-creneau.com,1,0,0,0,0,0,0,0,1,0,1
emh-luebeck-de.weebly.com,1,0,0,0,0,0,0,0,1,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
976tep2sg8.vk.com,1,0,0,1,1,0,0,0,0,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
tennetremote.web.app,1,0,0,0,0,0,0,0,0,0,1
salonandspaindia.com,1,0,0,0,2,0,0,0,0,0,1
pwtnt.top,1,0,0,0,0,0,0,0,0,0,1
loginaccountheree.start.page,1,0,0,0,0,0,0,0,0,0,1
b1n818.webcindario.com,1,0,0,0,0,0,0,0,0,0,1
shawwebmail25.weebly.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
ipfs.io,1,0,0,1,2,0,0,0,0,0,1
rp.mockplus.com,1,0,0,1,4,0,0,0,0,0,1
o1x.63281547.xyz,0,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
cc28012.tw1.ru,0,0,0,0,2,0,0,0,0,0,1
e-zpass.com-etcpc.win,1,0,0,0,0,0,0,0,1,0,1
sites.google.com,1,0,0,0,3,0,0,0,0,0,1
fbsupportcase-128751.web.app,1,0,0,0,0,0,0,0,1,0,1
e-zpass.com-etcqmt.vip,1,0,0,0,0,0,0,0,1,0,1
moprf-3331cyura.firebaseapp.com,1,0,0,0,0,0,0,0,1,0,1
etwueyefasg.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
49.51.74.127,1,0,0,0,0,0,0,0,0,1,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
exxgo.weebly.com,1,0,0,0,0,0,0,0,0,0,1
sllkemmrndhwdudf.weebly.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
accountclosureverfiicationnotice.weebly.com,1,0,0,0,0,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
zimbra-portal.webflow.io,1,0,0,0,0,0,0,0,1,0,1
sgtbalde991-dot-still-dynamics-321006.ue.r.appspot.com,1,0,0,1,0,0,0,1,1,1,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
pub-5a4896eec2484ed08c180942cd07d0e1.r2.dev,1,0,0,1,1,0,0,0,1,0,1
psanda.co.za,0,0,0,0,0,0,0,0,0,0,1
gmnnn.weebly.com,1,0,0,0,0,0,0,0,0,0,1
oregon.gov-dmv.win,1,0,0,0,0,0,0,0,1,0,1
connecteddin.weebly.com,1,0,0,0,0,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
kele853c8fes-pages-dev.translate.goog,1,0,0,1,1,0,0,0,1,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
wq60e.com,1,0,0,0,1,0,0,0,0,0,1
evrimail.officialemailvw.xin,1,0,0,0,0,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
bayaraifastraj.vip,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
tart-ledger-m--aurth.webflow.io,1,0,0,0,0,0,0,0,1,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
ludrimuteplus.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
xxlineaaleonn.webcindario.com,1,0,0,0,0,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
pub-00a8958a3f4347fa93885631f94ebbb0.r2.dev,1,0,0,1,1,0,0,0,1,0,1
sites.google.com,1,0,0,0,2,0,0,0,0,0,1
app.topol.io,1,0,0,1,2,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
pub-4042f12d11254f18a673d9f2f8d839d8.r2.dev,1,0,1,1,1,0,0,1,1,0,1
ldp-studio-prod.firebaseapp.com,1,0,0,0,0,0,0,0,1,0,1
alupix.com.br,1,0,0,1,3,0,0,1,0,0,1
allegrolokalnie.pll-kategoria983486.icu,0,0,0,0,0,0,0,0,1,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
harsh-egg-faint.on-fleek.app,1,0,0,0,0,0,0,0,1,0,1
l.ead.me,1,0,0,0,1,0,0,0,0,0,1
online-compras.webcindario.com,1,0,0,0,0,0,0,0,1,0,1
nl-c4d.firebaseapp.com,1,0,0,0,0,0,0,0,1,0,1
raydiumdappss.pro,1,0,0,0,2,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
newgssipservicefr.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
t.co,1,0,0,0,1,0,0,1,0,0,1
webmail-telkomsa-netmai2.weebly.com,1,0,0,0,0,0,0,0,1,0,1
rtyui-c9f06.web.app,1,0,0,0,0,0,0,0,1,0,1
com-yhkn.win,1,0,0,0,0,0,0,0,1,0,1
provindkj.webcindario.com,1,0,0,0,1,0,0,0,0,0,1
sognnfr.firebaseapp.com,1,0,0,0,0,0,0,0,0,0,1
pub-c992e9f443d74410b4ac8fb63921b5ca.r2.dev,1,0,0,1,1,0,0,0,1,0,1
e-zpassny.com-drivesaxx.world,1,0,0,0,0,0,0,0,1,0,1
bnfomento2023.webcindario.com,1,0,0,0,0,0,0,0,0,0,1
ipfs.best-practice.se,1,0,0,1,2,0,0,0,1,0,1
officefilesharepoint.myportfolio.com,1,0,0,0,0,0,0,0,0,0,1
pub-f7902c65ab4147bd894b2cbeca5fcfcb.r2.dev,1,0,0,1,1,0,0,0,1,0,1
eatelwebmailnotice.weebly.com,1,0,0,0,0,0,0,0,0,0,1
llink.to,1,0,0,1,0,1,0,0,0,0,1
optikgeneral.com,0,0,0,1,4,0,0,0,0,0,1
attupdateinfo.pory.app,1,0,0,0,0,0,0,0,0,0,1
attcom-103046.weeblysite.com,1,0,0,0,0,0,0,0,1,0,1
bridge-docs-trzo--h.webflow.io,1,0,0,0,0,0,0,0,1,0,1
davescetlem.web.app,1,0,0,0,0,0,0,0,0,0,1
tracking-ctt-ptctt.com,0,0,0,0,0,0,0,1,1,0,1
sites.google.com,1,0,0,0,3,0,0,0,0,0,1
atntdsvsdvssacacascfscascsaccascsacsacsac.weebly.com,1,0,0,1,0,0,0,0,0,0,1
histriasdeensino.org,0,0,0,0,1,0,0,0,0,0,1
allegrolokalnie.pi-kategorie-dom-i-ogrod-96512.top,1,0,0,1,0,0,0,0,1,0,1
ipfs.io,1,0,0,1,2,0,0,0,0,0,1
erenobnp.web.app,1,0,0,0,0,0,0,0,0,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
fr-mirabelles-89d18.web.app,1,0,0,0,0,0,0,0,1,0,1
server-102592.square.site,1,0,0,0,0,0,0,0,1,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
t.co,1,0,0,0,1,0,0,1,0,0,1
royalmail-delivery-update.web.app,1,0,0,0,0,0,0,0,1,0,1
q-r.to,1,0,0,0,1,0,0,0,1,0,1
sites.google.com,1,0,0,1,3,0,0,0,0,0,1
summary-disabled.att.50-6-205-221.cprapid.com,1,0,0,1,2,0,0,0,1,1,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
docs.google.com,1,0,0,1,5,0,0,0,0,0,1
qrco.de,1,0,0,0,1,0,0,0,0,0,1
icedrefunds.sellpass.io,1,0,0,1,2,0,0,0,0,0,1
app.speedywaiver.io,1,0,0,0,2,0,0,0,0,0,1
notificationcentenooooo.weebly.com,1,0,0,0,0,0,0,0,0,0,1
correoutlookgencat.weebly.com,1,0,0,0,0,0,0,0,0,0,1
sites.google.com,1,0,0,0,3,0,0,0,0,0,1
currentlyatt05.weebly.com,1,0,0,0,0,0,0,0,0,0,1
pub-b2d0706696ae46748ded274185913628.r2.dev,1,0,0,1,1,0,0,0,1,0,1
mondial.relaysign.in,1,0,0,0,0,0,0,0,0,0,1
e-zpassen-ny.xin,1,0,0,0,0,0,0,0,1,0,1
fwefbwefewfew.weebly.com,1,0,0,0,0,0,0,0,0,0,1
pepubridge.pages.dev,1,0,0,0,2,0,0,0,0,0,1
kuyyuiop.w3spaces.com,1,0,0,0,0,0,0,0,0,0,1
allegrolokalnie.dc-091223.xyz,1,0,0,0,0,0,0,0,1,0,1
xn--80abm6aq.xn--p1ai,1,0,0,1,4,1,0,0,1,0,1
vlr8q5.webwave.dev,1,0,0,0,0,0,0,0,0,0,1
bit.ly,1,0,0,0,1,0,0,1,0,0,1
acbcba.com.bo,1,0,0,0,0,0,0,0,0,0,1
azrsyd1092653.start.page,1,0,0,0,0,0,0,0,0,0,1
new.express.adobe.com,1,0,0,0,2,0,0,0,0,1,1
keepo.io,1,0,0,0,1,0,0,0,0,0,1
tinyurl.com,1,0,0,0,1,0,0,1,0,0,1
sso--bitmart-site-auth.webflow.io,1,0,0,0,0,0,0,0,1,0,1
pub-598ac42ce200470aafaff507f2d4402f.r2.dev,1,0,0,1,1,0,0,0,1,0,1
bayaraifastric.vip,1,0,0,0,0,0,0,0,0,0,1
