Google excel sheet link: https://docs.google.com/spreadsheets/d/1r5qCTxiaWadDm4Tphml9R8aqlQ-V4XE3FZOmV6aRab0/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,
Domain,TLD,Has common tld,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,No of Dots,Label
picpusdan3.free.fr,.fr,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,2,1
balletshop.eu,.eu,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1,1
outlook-renew.dns.army,.army,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,2,1
twowheelcool.com,.com,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
dpfoidspoifopdsifpoi.blogspot.com,.com,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,1
checkinitausecurity.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
zonsa.biz,.biz,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1
lynkos.com.br,.br,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,2,1
tandem-clima.com,.com,1,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1,1
attloginnewupdatingservicemailcommunication.weebly.com,.com,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
1drvcloud.dnsabr.com,.com,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1
vicariapastoralgdl.org,.org,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1,1
greenowladvisers.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
cashflowfxonline.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1
fgts-liberado.epizy.com,.com,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1
ashdownar.buzz,.buzz,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pmm.ac.in,.in,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,2,1
estilocouros.com.br,.br,0,0,0,1,6,0,0,0,0,0,1,1,1,1,0,1,0,2,1
tinyurl.com,.com,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
ecusltd-my.sharepoint.com,.com,1,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,2,1
pontosvoegol.com,.com,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
community-ebay-de-diskussionsforen-6ws.html-5.me,.me,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1
cheaproomsvalencia.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1,1
dengemuhasebe.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
arrowcase.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
delgadaygordo.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
bit.ly,.ly,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
skvartremont.ru,.ru,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
bit.ly,.ly,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
vksafe.com,.com,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
coaltur.com,.com,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1
souzaembalagens.com.br,.br,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,2,1
labanuepostale.yj.fr,.fr,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,2,1
alfaequipamentosltda.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
corinnakegel.com,.com,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
rustyroll.net,.net,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
justlookapp.com,.com,1,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,1
parochiebavel.nl,.nl,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
mysait-my.sharepoint.com,.com,1,0,0,1,7,0,0,1,1,0,0,1,1,0,0,1,0,2,1
toquedsol.com,.com,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1
souzaembalagens.com.br,.br,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,2,1
jsdfhjbdsjbsdds.moonfruit.com,.com,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1
whatsappjoin.budi01.me,.me,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1
netorgft2223515-my.sharepoint.com,.com,1,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,2,1
liderfmtocos.website.radio.br,.br,0,0,0,1,7,0,0,0,0,0,0,1,1,1,0,1,0,3,1
auslaufen.com,.com,1,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1
thatsmint.work,.work,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1,1
cassandraleuthold.com,.com,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1
kitmaravilhosoparamamaepresenteie.com,.com,1,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1
chserviceemployeedesk.moonfruit.com,.com,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1
proxyx.ru,.ru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sites.google.com,.com,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,2,1
google.com,.com,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
ksv.upol.cz,.cz,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,2,1
zasobygwp.pl,.pl,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
btlinternetco.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
passiontoprofitclients.com,.com,1,0,0,1,8,0,0,0,0,0,1,1,1,1,0,1,0,1,1
columbiaps-my.sharepoint.com,.com,1,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,2,1
particulares.newsbusiniesstoday.net,.net,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1
skylightacademy.co.in,.in,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1
chhotumaharaj.com,.com,1,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1,1
attnetcommonloginigate_edamcon1.godaddysites.com,.com,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
arridhosentul.com,.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
alba-pollux.hu,.hu,0,0,0,1,6,0,0,0,1,0,1,1,1,0,0,1,0,1,1
orientationinlaws.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
djeane.com.pe,.pe,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,2,1
solcold.com,.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
jppost-ru.co,.co,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
chiatena.zxy.me,.me,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1
hostcup.info,.info,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
site9551459.92.webydo.com,.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1
blacksheepeventi.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
kaizenpak.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1
techcrose.com,.com,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1
mnsglobal.ge,.ge,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1
lachambredezoe.fr,.fr,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
ktpn.kalisz.pl,.pl,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1
ihaleile.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
dmcc.com.au,.au,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,2,1
viccats.camcam.dns-cloud.net,.net,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,3,1
count.mail.163.com.jutin.tk,.tk,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,5,1
ademsa.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
lpatrick.com,.com,1,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1
remycare.com,.com,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
logex.com.tr,.tr,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,1,2,1
itaucard.segmobionline.ml,.ml,1,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,2,1
accesd-web-desjardins-info.com,.com,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
cobrodesa.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
caraola.es,.es,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
paleoexplained.com,.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
itcitymm.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1
firebasestorage.googleapis.com,.com,1,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,2,1
pcxful.com,.com,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
birrasalentoshop.it,.it,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1,1
annarborhandsonmuseum-my.sharepoint.com,.com,1,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,2,1
web-net-pg.joomla.com,.com,1,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,2,1
augusthus.com.br,.br,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,2,1
dropbox-com.dropbox.lilyskitchen.skyfencenet.com,.com,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,4,1
abano5.ge,.ge,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
atendimento-sac-pg.joomla.com,.com,1,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,2,1
script.google.com,.com,1,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,2,1
costcutterhome.com,.com,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1
effafrica.org,.org,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1
azulvbrasil.com.br,.br,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1
osarokpoyon.website2.me,.me,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1
marsold.cl,.cl,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
irs-pay.us,.us,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
anitavanmegen.com,.com,1,0,0,1,13,0,0,0,0,0,1,0,1,1,0,1,0,1,1
esenmedia.com,.com,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sjr-photo.com,.com,1,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1,1
class.britishonline.co,.co,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1
amieriouerscass.com,.com,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
176.119.1.180,0.18,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,3,1
paypal.com.secure.information.vineyardadvice.com,.com,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,5,1
expressshippers.net,.net,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
acoony.cloudaccess.host,.host,0,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,2,1
csgoxfast.com,.com,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
queenofsabaofficial.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
1477304571.storage.googleapis.com,.com,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,3,1
vk.com,.com,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
join-chat-whatsapp1-admin23.olf.ourhobby.com,.com,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,3,1
sonicaled.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
paulmitchellforcongress.com,.com,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1
lucidfestival.com,.com,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,1
d2ob6ssuz1ej59.cloudfront.net,.net,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,1
lydiabradshaw.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
s.yam.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1
mytanfarma.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1
frecciainox.com,.com,1,0,0,1,7,1,0,1,0,0,1,0,1,0,0,1,0,1,1
firebasestorage.googleapis.com,.com,1,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,2,1
beta.kenaidanceta.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,2,1
domainht6.cf,.cf,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
jissr.org,.org,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
185.177.54.1,0.1,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,3,1
secure.runescape.com-zx.ru,.ru,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,3,1
kjmtelecom.com.br,.br,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,2,1
bit.ly,.ly,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
pornseks.zyns.com,.com,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1
nanosercure.com,.com,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
storage.googleapis.com,.com,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,2,1
india-medicina.ru,.ru,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,1
donslan.com,.com,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,1
login.microsoftonline.com.common.login.invoice.21355.meertreffen.ch,.ch,0,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,8,1
aktifitypages2020.my.id,.id,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
35.188.36.185,0.185,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,3,1
reiscomunicacao.com.br,.br,0,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,2,1
azecra.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1
hosting2086464.online.pro,.pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1
hamt.jp,.jp,0,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1,1
wdestaques14.otimosnegociosparavoce.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,2,1
radioabbasfm.com.br,.br,0,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,2,1
addirector.cc,.cc,0,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1,1
kotini.mbnet.fi,.fi,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1
home0customer00alertshoersystemcpo42fwon.000webhostapp.com,.com,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,2,1
wavesetholdings.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1
facebook--videos-----app-----today.blogspot.com,.com,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,2,1
oferamericanasweb.com,.com,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,0,1,1
semanadeliderazgo.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
mail.jannawels.nl,.nl,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,2,1
okwok.co.kr,.kr,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,2,1
icloud.com.soportebuscar.com,.com,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1
wdestaques14.modelodeaproveitar.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,2,1
indiankitchenfood.com,.com,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1
bcpzonasegurabeta.viabcp.com.luckybonu.com,.com,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1
personalportfolio.com.au,.au,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,2,1
scoutsantamaria.es,.es,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
bank-of-america-secure00.dns05.com,.com,1,0,0,1,4,0,0,0,1,0,0,0,1,0,0,1,0,2,1
toquedsol.com,.com,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1
wilstv.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
sertyxese.myfreesites.net,.net,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1
auslaufen.com,.com,1,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1
f.px1.co,.co,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
solbjerg-my.sharepoint.com,.com,1,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,2,1
advonationusa.com,.com,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,1
paullemmerick.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1
sia.cv,.cv,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1,1
liderfmtocos.website.radio.br,.br,0,0,0,1,5,0,0,0,0,0,0,1,1,1,0,1,0,3,1
paypal-support-help-inc.blogspot.be,.be,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,2,1
sistemadeatualizacaautomaticoonline.tk,.tk,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
i-to.cc,.cc,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
vkonakte.zzz.com.ua,.ua,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,1
etecindsvc.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
bbfunding-my.sharepoint.com,.com,1,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,2,1
pd-iskra-lj.si,.si,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,1
paypalverifycentral.com,.com,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
verificacaoitau.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
rebrand.ly,.ly,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
pstratiinc.com,.com,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
environaquatech.com,.com,1,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1
ossc-bjtu.cn,.cn,1,0,0,0,3,0,0,0,1,0,1,0,0,1,1,1,1,1,1
bombae.be,.be,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1
associazionespaziouno.it,.it,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
budgetbots.com,.com,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1
schachkraft.de,.de,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1,1
78.143.96.35,0.35,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,3,1
google.com.mx,.mx,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1
aomrottami.it,.it,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
server.skicoupons.com,.com,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1
t.co,.co,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
c1511482.ferozo.com,.com,1,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,2,1
shopbundlebee.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
yourfitnesscorner.com,.com,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1
grindtimegym.com,.com,1,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,1
metrological-focus.000webhostapp.com,.com,1,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0,2,1
fanxtv.info,.info,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
collegecourses.co.in,.in,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,2,1
aegse.top,.top,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
testq1w2e3r4.000webhostapp.com,.com,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
drive.google.com,.com,1,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,2,1
atlantabasecamp.com,.com,1,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1
webs.gt,.gt,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0,1,1
lida.si,.si,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1
mailview11982.xyz,.xyz,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
hutoknepper.de,.de,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
apple-id.siginin.no-idi9983.oasisministries.org.au,.au,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,5,1
luckypetshouse.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
tinyurl.com,.com,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
pedidosdehoje.com,.com,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1
split.to,.to,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
enquiry-id-918412.net,.net,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
playcase.su,.su,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
seekthemes.com,.com,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
danielescivoli.it,.it,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
hamt.jp,.jp,0,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1,1
irs.org,.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
benafidufer-001-site1.itempurl.com,.com,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1
estamosaquipravoce.com,.com,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
gawvs.in,.in,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
homen-atendimento.joomla.com,.com,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,2,1
enigreen.net,.net,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1
atendimento-pg-series.joomla.com,.com,1,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,2,1
infopublishersassociation.com,.com,1,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1,1
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,.org,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,2,1
kuurid.ee,.ee,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
diendicure.mk,.mk,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1
venha-conferir-super-liquidacao.shop,.shop,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
snip.ly,.ly,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1,1
stolizaparketa.ru,.ru,1,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,1
experiencebrettjackson.dreamhosters.com,.com,1,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,2,1
fotoblad.com,.com,1,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1
starmak.com.tr,.tr,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1
ktpn.kalisz.pl,.pl,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1
mail.schoonheidssalonlafinesse.nl,.nl,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,2,1
lorisch.com,.com,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,1,1
docs.google.com,.com,1,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,2,1
vizagsource.com,.com,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1
lyrapuspa.quantumresign.com,.com,1,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,2,1
sharkgiveaway.ga,.ga,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
khaskhaskhabrein.com,.com,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1
cazanele-dunarii.ro,.ro,0,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1,1
peacefulplushes.com,.com,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
kupelis.com,.com,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1
atxr.000webhostapp.com,.com,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,2,1
wefd1.hyperphp.com,.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1
gueriniarmi.it,.it,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1
semanadasmaeconfira.com,.com,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1
chikh-ali.com,.com,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1,1
dzd.rksmb.org,.org,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,2,1
jeremyfullserviceinc.com,.com,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1
c1511482.ferozo.com,.com,1,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,2,1
